tempo;nivel
19.00;2.83
19.00;2.83
19.00;2.83
19.00;2.83
20.00;2.93
20.00;2.83
20.00;2.83
20.00;2.83
20.00;2.81
20.00;2.93
20.00;2.81
20.00;2.83
20.00;2.83
20.00;2.83
20.00;2.93
20.00;2.83
20.00;2.83
20.00;2.83
20.00;2.83
20.00;2.93
20.00;2.83
20.00;2.83
20.00;2.83
20.00;2.83
20.00;2.93
20.00;2.83
20.00;2.83
20.00;2.83
20.00;2.83
20.00;2.93
20.00;2.83
20.00;2.83
20.00;2.83
20.00;2.83
20.00;2.93
20.00;2.83
20.00;2.83
20.00;2.83
20.00;2.83
20.00;2.92
20.00;2.83
20.00;2.83
20.00;2.83
20.00;2.83
20.00;2.88
20.00;2.83
20.00;2.83
20.00;2.83
20.00;2.93
20.00;2.83
20.00;2.83
20.00;2.83
20.00;2.83
20.00;2.93
20.00;2.83
20.00;2.83
20.00;2.83
20.00;2.83
20.00;2.93
20.00;2.83
20.00;2.83
20.00;2.83
20.00;2.81
20.00;2.93
20.00;2.81
20.00;2.83
20.00;2.83
20.00;2.83
20.00;2.93
20.00;2.83
20.00;2.81
20.00;2.83
20.00;2.81
20.00;2.93
20.00;2.83
20.00;2.83
20.00;2.83
20.00;2.83
21.00;2.93
21.00;2.83
21.00;2.83
21.00;2.83
21.00;2.83
21.00;2.93
21.00;2.83
21.00;2.83
21.00;2.83
21.00;2.83
21.00;2.93
21.00;2.83
21.00;2.83
21.00;2.83
21.00;2.83
21.00;2.93
21.00;2.81
21.00;2.83
21.00;2.83
21.00;2.83
21.00;2.93
21.00;2.83
21.00;2.83
21.00;2.83
21.00;2.83
21.00;2.93
21.00;2.83
21.00;2.83
21.00;2.83
21.00;2.83
21.00;2.90
21.00;2.83
21.00;2.83
21.00;2.83
21.00;2.93
21.00;2.83
21.00;1.96
21.00;2.83
21.00;1.96
21.00;2.06
21.00;2.83
21.00;2.83
21.00;2.54
21.00;2.54
21.00;2.64
21.00;2.54
21.00;1.96
21.00;2.54
21.00;2.83
21.00;2.93
21.00;2.54
21.00;2.54
21.00;2.54
21.00;2.54
21.00;2.64
21.00;2.54
21.00;2.54
21.00;2.54
21.00;2.54
21.00;2.64
21.00;2.54
21.00;2.54
21.00;2.54
21.00;2.54
21.00;2.64
21.00;2.54
21.00;2.54
21.00;2.54
21.00;2.56
21.00;2.64
21.00;2.54
21.00;2.54
21.00;2.54
21.00;2.54
22.00;2.64
22.00;2.54
22.00;2.54
22.00;2.54
22.00;2.54
22.00;2.64
22.00;3.47
22.00;2.54
22.00;2.54
22.00;2.54
22.00;2.64
22.00;3.47
22.00;2.54
22.00;2.54
22.00;2.54
22.00;2.64
22.00;2.52
22.00;2.54
22.00;2.54
22.00;3.47
22.00;3.53
22.00;2.54
22.00;2.54
22.00;3.47
22.00;1.77
22.00;1.67
22.00;2.54
22.00;2.54
22.00;2.54
22.00;3.47
22.00;3.47
22.00;3.45
22.00;3.47
22.00;3.47
22.00;3.57
22.00;3.47
22.00;3.47
22.00;3.45
22.00;3.47
22.00;1.77
22.00;2.25
22.00;2.25
22.00;2.23
22.00;3.47
22.00;3.57
22.00;3.47
22.00;3.47
22.00;3.47
22.00;3.47
22.00;2.35
22.00;2.25
22.00;2.23
22.00;2.23
22.00;2.23
22.00;2.35
22.00;3.47
22.00;3.47
22.00;3.47
22.00;3.47
22.00;3.57
22.00;3.47
22.00;3.47
22.00;3.45
22.00;2.23
22.00;2.35
22.00;3.14
22.00;3.14
22.00;2.25
22.00;3.14
22.00;3.24
22.00;2.25
22.00;2.25
22.00;2.25
22.00;3.47
23.00;3.24
23.00;2.25
23.00;3.14
23.00;3.14
23.00;3.14
23.00;2.35
23.00;2.25
23.00;3.47
23.00;3.45
23.00;2.64
23.00;3.19
23.00;2.25
23.00;3.14
23.00;3.14
23.00;3.14
23.00;3.14
23.00;3.14
23.00;3.14
23.00;3.14
23.00;3.24
23.00;3.14
23.00;3.14
23.00;3.14
23.00;3.14
23.00;3.24
23.00;3.14
23.00;3.14
23.00;3.14
23.00;3.14
23.00;3.24
23.00;3.14
23.00;3.14
23.00;3.14
23.00;3.14
23.00;3.24
23.00;3.14
23.00;3.14
23.00;3.14
23.00;3.14
23.00;3.26
23.00;3.14
23.00;3.14
23.00;3.14
23.00;3.14
23.00;3.26
23.00;3.14
23.00;3.14
23.00;3.14
23.00;3.14
23.00;3.26
23.00;3.14
23.00;3.14
23.00;3.14
23.00;3.14
23.00;3.24
23.00;3.14
23.00;3.16
23.00;3.14
23.00;3.14
23.00;3.24
23.00;3.14
23.00;3.14
23.00;3.16
23.00;3.14
23.00;3.24
23.00;3.14
23.00;3.16
23.00;3.14
23.00;3.14
23.00;3.26
23.00;3.14
23.00;3.14
23.00;3.14
23.00;3.14
24.00;3.21
24.00;3.14
24.00;3.14
24.00;3.14
24.00;3.14
24.00;3.14
24.00;3.16
24.00;3.14
24.00;3.14
24.00;3.24
24.00;3.14
24.00;3.14
24.00;3.14
24.00;3.14
24.00;3.24
24.00;3.14
24.00;3.14
24.00;4.12
24.00;4.10
24.00;4.10
24.00;4.10
24.00;4.10
24.00;4.10
24.00;3.16
24.00;2.93
24.00;3.14
24.00;3.14
24.00;3.14
24.00;2.83
24.00;2.93
24.00;2.83
24.00;4.10
24.00;4.12
24.00;2.83
24.00;2.93
24.00;3.14
24.00;3.14
24.00;2.83
24.00;2.83
24.00;2.92
24.00;2.81
24.00;2.83
24.00;2.81
24.00;2.81
24.00;2.93
24.00;2.81
24.00;2.83
24.00;2.83
24.00;2.81
24.00;4.20
24.00;2.83
24.00;4.10
24.00;2.83
24.00;2.83
24.00;2.93
24.00;2.83
24.00;4.10
24.00;2.83
24.00;2.81
24.00;2.93
24.00;2.83
24.00;2.81
24.00;2.83
24.00;2.83
24.00;2.90
24.00;4.10
24.00;2.83
24.00;2.83
24.00;2.93
24.00;2.83
24.00;4.12
24.00;2.83
24.00;2.83
24.00;2.93
25.00;2.81
25.00;4.10
25.00;2.83
25.00;2.83
25.00;2.93
25.00;2.83
25.00;2.83
25.00;2.83
25.00;2.81
25.00;2.93
25.00;2.83
25.00;2.83
25.00;2.83
25.00;2.83
25.00;4.12
25.00;4.10
25.00;2.83
25.00;2.83
25.00;2.81
25.00;2.92
25.00;2.83
25.00;2.81
25.00;2.81
25.00;2.83
25.00;2.93
25.00;2.83
25.00;2.83
25.00;3.79
25.00;3.79
25.00;3.88
25.00;3.77
25.00;3.77
25.00;3.77
25.00;2.81
25.00;2.93
25.00;2.83
25.00;2.81
25.00;3.77
25.00;3.79
25.00;3.89
25.00;3.77
25.00;3.77
25.00;3.77
25.00;3.79
25.00;3.88
25.00;2.83
25.00;2.83
25.00;3.79
25.00;3.79
25.00;3.89
25.00;2.54
25.00;3.77
25.00;3.77
25.00;3.77
25.00;3.84
25.00;3.77
25.00;3.77
25.00;3.77
25.00;3.79
25.00;3.79
25.00;2.52
25.00;3.77
25.00;2.54
25.00;2.63
25.00;3.79
25.00;3.79
25.00;3.77
25.00;2.52
25.00;2.64
25.00;2.54
25.00;2.54
25.00;2.52
25.00;2.54
25.00;2.63
26.00;2.54
26.00;2.54
26.00;2.54
26.00;2.54
26.00;3.88
26.00;3.77
26.00;3.77
26.00;3.79
26.00;2.54
26.00;2.64
26.00;2.54
26.00;3.47
26.00;3.47
26.00;2.54
26.00;2.64
26.00;2.54
26.00;2.54
26.00;2.54
26.00;2.54
26.00;2.64
26.00;3.79
26.00;3.77
26.00;3.47
26.00;3.47
26.00;3.57
26.00;3.47
26.00;3.47
26.00;3.47
26.00;3.47
26.00;3.57
26.00;3.47
26.00;3.47
26.00;3.47
26.00;3.47
26.00;3.57
26.00;3.47
26.00;3.47
26.00;3.47
26.00;3.47
26.00;3.57
26.00;3.47
26.00;3.47
26.00;3.47
26.00;3.47
26.00;3.53
26.00;3.47
26.00;3.47
26.00;3.47
26.00;3.47
26.00;3.47
26.00;3.47
26.00;3.47
26.00;3.47
26.00;2.35
26.00;2.54
26.00;3.47
26.00;3.47
26.00;3.47
26.00;3.57
26.00;3.47
26.00;3.47
26.00;3.47
26.00;3.47
26.00;3.57
26.00;3.47
26.00;3.47
26.00;2.54
26.00;3.47
26.00;3.57
26.00;3.45
26.00;3.47
26.00;3.47
26.00;3.47
26.00;3.57
27.00;3.47
27.00;3.47
27.00;3.47
27.00;3.47
27.00;3.57
27.00;3.47
27.00;3.47
27.00;3.47
27.00;3.45
27.00;4.53
27.00;4.43
27.00;4.43
27.00;4.43
27.00;4.43
27.00;3.24
27.00;3.14
27.00;3.14
27.00;3.14
27.00;3.14
27.00;3.57
27.00;3.47
27.00;3.47
27.00;4.43
27.00;4.43
27.00;4.53
27.00;3.47
27.00;4.43
27.00;3.14
27.00;3.16
27.00;3.24
27.00;3.14
27.00;4.43
27.00;3.14
27.00;3.14
27.00;3.19
27.00;3.47
27.00;4.43
27.00;3.14
27.00;3.16
27.00;3.16
27.00;4.43
27.00;3.14
27.00;3.14
27.00;3.26
27.00;3.14
27.00;3.14
27.00;3.16
27.00;3.14
27.00;3.24
27.00;3.14
27.00;3.16
27.00;4.43
27.00;3.14
27.00;4.43
27.00;3.14
27.00;3.14
27.00;3.14
27.00;3.14
27.00;3.24
27.00;3.14
27.00;4.43
27.00;4.43
27.00;4.43
27.00;4.43
27.00;4.43
27.00;3.14
27.00;3.14
27.00;3.14
27.00;3.24
27.00;3.14
27.00;3.14
27.00;3.14
27.00;3.14
27.00;3.24
28.00;3.16
28.00;3.14
28.00;3.16
28.00;3.14
28.00;3.24
28.00;3.14
28.00;3.14
28.00;3.14
28.00;3.16
28.00;3.24
28.00;3.14
28.00;4.10
28.00;4.10
28.00;4.10
28.00;3.24
28.00;3.14
28.00;4.10
28.00;4.10
28.00;4.10
28.00;3.24
28.00;4.10
28.00;4.10
28.00;4.10
28.00;4.10
28.00;4.17
28.00;4.10
28.00;4.10
28.00;4.10
28.00;3.14
28.00;4.10
28.00;4.10
28.00;4.10
28.00;4.10
28.00;4.10
28.00;4.10
28.00;4.10
28.00;4.12
28.00;4.10
28.00;4.10
28.00;4.10
28.00;4.10
28.00;3.14
28.00;4.10
28.00;4.10
28.00;4.10
28.00;4.10
28.00;4.10
28.00;4.10
28.00;4.12
28.00;4.10
28.00;4.10
28.00;4.10
28.00;4.10
28.00;4.20
28.00;4.10
28.00;4.10
28.00;4.10
28.00;4.12
28.00;4.22
28.00;4.10
28.00;4.10
28.00;4.10
28.00;4.10
28.00;4.20
28.00;4.10
28.00;4.10
28.00;4.10
28.00;4.10
28.00;4.22
28.00;4.10
28.00;4.10
28.00;4.10
28.00;4.10
28.00;4.20
29.00;4.10
29.00;2.83
29.00;4.10
29.00;2.83
29.00;3.89
29.00;2.83
29.00;2.81
29.00;2.83
29.00;4.10
29.00;4.20
29.00;4.10
29.00;4.12
29.00;4.10
29.00;4.10
29.00;2.88
29.00;4.10
29.00;3.79
29.00;4.10
29.00;2.93
29.00;2.83
29.00;3.79
29.00;3.79
29.00;3.77
29.00;2.93
29.00;3.79
29.00;3.79
29.00;3.77
29.00;3.79
29.00;3.79
29.00;3.79
29.00;2.83
29.00;3.77
29.00;3.79
29.00;3.84
29.00;3.79
29.00;3.79
29.00;3.79
29.00;3.79
29.00;3.89
29.00;3.77
29.00;3.79
29.00;3.77
29.00;3.79
29.00;3.89
29.00;3.79
29.00;3.77
29.00;3.79
29.00;3.77
29.00;3.89
29.00;3.77
29.00;3.77
29.00;3.79
29.00;3.79
29.00;3.89
29.00;3.79
29.00;3.79
29.00;3.79
29.00;3.79
29.00;3.88
29.00;3.77
29.00;3.79
29.00;3.79
29.00;3.77
29.00;2.64
29.00;3.77
29.00;3.77
29.00;3.77
29.00;3.79
29.00;3.89
29.00;3.79
29.00;3.77
29.00;3.77
29.00;3.77
29.00;3.88
30.00;3.77
30.00;3.79
30.00;3.79
30.00;3.79
30.00;3.84
30.00;3.79
30.00;3.47
30.00;2.54
30.00;2.64
30.00;3.79
30.00;3.77
30.00;3.77
30.00;3.79
30.00;3.77
30.00;3.79
30.00;3.47
30.00;3.79
30.00;3.79
30.00;3.57
30.00;3.79
30.00;3.77
30.00;3.79
30.00;3.79
30.00;3.84
30.00;3.47
30.00;3.47
30.00;3.47
30.00;3.47
30.00;3.57
30.00;2.54
30.00;3.47
30.00;3.47
30.00;3.47
30.00;3.57
30.00;3.47
30.00;3.47
30.00;3.47
30.00;3.47
30.00;3.57
30.00;3.47
30.00;3.47
30.00;3.47
30.00;3.47
30.00;3.57
30.00;3.47
30.00;3.47
30.00;3.47
30.00;3.47
30.00;3.57
30.00;3.47
30.00;3.47
30.00;3.47
30.00;3.47
30.00;3.57
30.00;4.41
30.00;3.47
30.00;3.47
30.00;3.47
30.00;3.57
30.00;3.47
30.00;3.47
30.00;3.47
30.00;3.47
30.00;3.57
30.00;4.43
30.00;3.47
30.00;3.47
30.00;3.47
30.00;3.53
30.00;3.47
30.00;3.47
30.00;4.44
30.00;4.43
30.00;4.43
31.00;4.43
31.00;4.43
31.00;4.43
31.00;4.43
31.00;4.43
31.00;4.43
31.00;4.43
31.00;4.43
31.00;4.43
31.00;4.43
31.00;4.43
31.00;4.43
31.00;4.43
31.00;4.43
31.00;4.43
31.00;4.43
31.00;4.43
31.00;3.14
31.00;4.43
31.00;4.43
31.00;4.43
31.00;4.43
31.00;4.43
31.00;4.43
31.00;4.43
31.00;4.43
31.00;4.43
31.00;4.43
31.00;4.53
31.00;4.43
31.00;4.43
31.00;3.14
31.00;3.14
31.00;3.24
31.00;4.43
31.00;4.43
31.00;4.43
31.00;4.43
31.00;4.55
31.00;4.43
31.00;4.43
31.00;3.14
31.00;3.14
31.00;3.26
31.00;4.43
31.00;4.43
31.00;4.43
31.00;4.43
31.00;4.53
31.00;4.43
31.00;4.43
31.00;4.43
31.00;4.43
31.00;4.53
31.00;4.43
31.00;3.16
31.00;3.14
31.00;3.16
31.00;3.21
31.00;3.14
31.00;3.14
31.00;4.43
31.00;4.43
31.00;4.43
31.00;4.43
31.00;4.43
31.00;4.43
31.00;4.43
31.00;4.43
31.00;4.43
31.00;4.43
31.00;4.43
31.00;4.43
32.00;4.43
32.00;4.43
32.00;4.10
32.00;4.10
32.00;4.12
32.00;4.43
32.00;4.10
32.00;4.10
32.00;3.14
32.00;4.12
32.00;4.10
32.00;4.12
32.00;4.12
32.00;4.10
32.00;4.20
32.00;4.10
32.00;4.12
32.00;4.10
32.00;4.10
32.00;4.20
32.00;4.10
32.00;4.10
32.00;4.10
32.00;4.10
32.00;4.20
32.00;4.10
32.00;4.10
32.00;4.10
32.00;4.10
32.00;4.20
32.00;4.10
32.00;4.10
32.00;4.10
32.00;4.10
32.00;4.20
32.00;4.10
32.00;4.10
32.00;4.10
32.00;4.10
32.00;4.20
32.00;4.10
32.00;4.12
32.00;4.10
32.00;4.10
32.00;4.22
32.00;4.10
32.00;4.10
32.00;4.10
32.00;4.10
32.00;4.19
32.00;4.10
32.00;4.10
32.00;4.10
32.00;4.10
32.00;4.10
32.00;4.10
32.00;4.10
32.00;4.10
32.00;4.10
32.00;4.10
32.00;4.10
32.00;4.10
32.00;4.10
32.00;4.10
32.00;4.10
32.00;4.10
32.00;4.10
32.00;4.10
32.00;4.12
32.00;4.10
32.00;4.10
32.00;4.10
32.00;4.12
32.00;4.10
33.00;4.10
33.00;4.10
33.00;4.10
33.00;4.10
33.00;4.20
33.00;2.83
33.00;4.10
33.00;4.12
33.00;4.10
33.00;4.22
33.00;4.10
33.00;3.79
33.00;3.79
33.00;3.79
33.00;4.20
33.00;2.83
33.00;3.77
33.00;3.79
33.00;3.79
33.00;4.20
33.00;4.10
33.00;4.10
33.00;4.10
33.00;4.10
33.00;4.22
33.00;4.10
33.00;4.10
33.00;4.10
33.00;3.79
33.00;3.89
33.00;3.77
33.00;3.77
33.00;3.79
33.00;3.79
33.00;3.88
33.00;3.79
33.00;3.79
33.00;3.77
33.00;3.77
33.00;3.84
33.00;3.79
33.00;3.77
33.00;3.77
33.00;3.77
33.00;3.77
33.00;3.77
33.00;3.79
33.00;3.77
33.00;3.77
33.00;3.79
33.00;3.79
33.00;3.79
33.00;3.79
33.00;3.77
33.00;3.77
33.00;3.79
33.00;3.79
33.00;3.79
33.00;3.83
33.00;3.79
33.00;3.79
33.00;3.77
33.00;3.77
33.00;3.89
33.00;3.77
33.00;3.79
33.00;3.77
33.00;3.77
33.00;3.88
33.00;3.47
33.00;3.47
33.00;3.47
33.00;2.54
33.00;3.89
34.00;3.79
34.00;3.77
34.00;3.79
34.00;3.79
34.00;3.89
34.00;3.79
34.00;4.75
34.00;3.79
34.00;3.79
34.00;3.89
34.00;3.79
34.00;3.79
34.00;3.77
34.00;3.47
34.00;4.86
34.00;3.47
34.00;3.47
34.00;3.47
34.00;4.75
34.00;3.57
34.00;3.47
34.00;3.47
34.00;3.77
34.00;3.77
34.00;4.86
34.00;3.79
34.00;3.77
34.00;3.77
34.00;3.47
34.00;3.55
34.00;3.47
34.00;3.47
34.00;3.47
34.00;4.75
34.00;4.75
34.00;4.75
34.00;3.47
34.00;3.47
34.00;3.47
34.00;3.47
34.00;3.47
34.00;3.47
34.00;3.47
34.00;3.55
34.00;3.47
34.00;3.47
34.00;3.47
34.00;3.47
34.00;3.57
34.00;4.75
34.00;4.75
34.00;4.74
34.00;3.47
34.00;3.57
34.00;3.47
34.00;3.47
34.00;4.43
34.00;4.43
34.00;4.43
34.00;4.43
34.00;3.47
34.00;3.47
34.00;3.47
34.00;3.57
34.00;3.47
34.00;3.47
34.00;3.47
34.00;3.47
34.00;4.53
34.00;4.43
34.00;3.47
34.00;3.47
34.00;3.47
34.00;3.57
35.00;4.43
35.00;4.43
35.00;4.43
35.00;4.43
35.00;4.53
35.00;4.43
35.00;3.47
35.00;4.43
35.00;4.43
35.00;4.53
35.00;4.43
35.00;4.43
35.00;4.43
35.00;4.43
35.00;4.53
35.00;4.43
35.00;4.44
35.00;4.43
35.00;4.43
35.00;4.49
35.00;4.43
35.00;4.43
35.00;4.43
35.00;4.43
35.00;4.43
35.00;4.43
35.00;4.43
35.00;4.43
35.00;4.43
35.00;4.43
35.00;4.43
35.00;4.43
35.00;4.43
35.00;4.43
35.00;4.43
35.00;4.43
35.00;4.43
35.00;4.43
35.00;4.43
35.00;4.43
35.00;4.43
35.00;4.43
35.00;4.43
35.00;4.43
35.00;4.43
35.00;4.43
35.00;4.43
35.00;4.43
35.00;4.43
35.00;4.43
35.00;4.43
35.00;4.43
35.00;4.43
35.00;4.53
35.00;4.43
35.00;4.43
35.00;4.43
35.00;4.43
35.00;4.53
35.00;4.43
35.00;4.43
35.00;3.14
35.00;4.43
35.00;4.53
35.00;4.43
35.00;4.43
35.00;5.39
35.00;5.39
35.00;4.53
35.00;4.43
35.00;4.43
35.00;4.43
35.00;4.43
35.00;4.53
36.00;4.43
36.00;4.43
36.00;4.10
36.00;4.10
36.00;4.20
36.00;4.10
36.00;4.10
36.00;4.10
36.00;4.10
36.00;4.19
36.00;4.10
36.00;5.39
36.00;4.10
36.00;4.10
36.00;4.43
36.00;4.43
36.00;4.43
36.00;4.43
36.00;4.43
36.00;4.43
36.00;5.39
36.00;4.10
36.00;4.10
36.00;4.10
36.00;4.10
36.00;4.10
36.00;4.12
36.00;4.10
36.00;4.10
36.00;4.10
36.00;4.12
36.00;4.10
36.00;4.12
36.00;4.10
36.00;4.10
36.00;4.10
36.00;4.10
36.00;4.10
36.00;4.22
36.00;4.10
36.00;4.10
36.00;4.10
36.00;4.10
36.00;4.20
36.00;4.10
36.00;4.10
36.00;4.10
36.00;4.10
36.00;4.20
36.00;4.10
36.00;4.10
36.00;4.10
36.00;4.10
36.00;4.20
36.00;4.12
36.00;4.10
36.00;5.39
36.00;5.39
36.00;5.47
36.00;4.10
36.00;4.10
36.00;4.10
36.00;4.10
36.00;4.20
36.00;2.83
36.00;4.10
36.00;4.10
36.00;4.10
36.00;4.20
36.00;4.10
36.00;5.39
36.00;4.10
36.00;4.12
36.00;4.19
37.00;4.10
37.00;4.10
37.00;4.12
37.00;4.10
37.00;4.10
37.00;4.10
37.00;5.06
37.00;3.77
37.00;3.79
37.00;3.79
37.00;3.79
37.00;4.10
37.00;4.12
37.00;4.10
37.00;4.12
37.00;4.10
37.00;4.10
37.00;4.10
37.00;4.10
37.00;4.10
37.00;4.10
37.00;5.06
37.00;4.10
37.00;4.12
37.00;4.10
37.00;4.12
37.00;3.79
37.00;3.77
37.00;3.89
37.00;3.79
37.00;3.77
37.00;3.79
37.00;3.79
37.00;5.08
37.00;3.77
37.00;5.06
37.00;5.06
37.00;5.06
37.00;5.06
37.00;5.08
37.00;3.79
37.00;3.79
37.00;3.79
37.00;3.88
37.00;3.79
37.00;3.79
37.00;3.79
37.00;3.77
37.00;3.89
37.00;3.77
37.00;3.79
37.00;3.79
37.00;3.79
37.00;3.89
37.00;3.79
37.00;3.79
37.00;3.79
37.00;3.77
37.00;3.89
37.00;3.79
37.00;3.77
37.00;3.77
37.00;3.79
37.00;3.86
37.00;3.79
37.00;3.79
37.00;3.79
37.00;3.79
37.00;3.79
37.00;3.77
37.00;3.79
37.00;4.75
37.00;3.77
37.00;4.75
38.00;4.74
38.00;4.74
38.00;4.75
38.00;3.79
38.00;4.75
38.00;3.77
38.00;4.75
38.00;4.75
38.00;4.74
38.00;4.75
38.00;4.75
38.00;4.74
38.00;4.75
38.00;4.75
38.00;4.75
38.00;3.79
38.00;3.79
38.00;4.74
38.00;4.75
38.00;4.75
38.00;4.74
38.00;4.74
38.00;4.74
38.00;4.75
38.00;4.75
38.00;4.75
38.00;4.75
38.00;4.75
38.00;4.84
38.00;4.74
38.00;4.74
38.00;4.75
38.00;4.74
38.00;4.86
38.00;4.75
38.00;4.75
38.00;4.74
38.00;4.75
38.00;4.86
38.00;4.75
38.00;4.75
38.00;4.75
38.00;4.75
